ID	logFC_0.5h	FDR_0.5h	logFC_1h	FDR_1h	logFC_2h	FDR_2h	logFC_4h	FDR_4h	logFC_8h	FDR_8h	logFC_12h	FDR_12h	logFC_24h	FDR_24h
AT3G61860	0.04850713	0.943380576	0.190677189	0.849205938	0.400286977	0.220956283	0.149339366	0.466741513	0.235524094	0.278861141	0.128646243	0.479164571	0.17627414	0.608024624
AT3G61870	-0.337063182	0.568982708	-0.597619113	0.337560683	-0.641281484	0.148135145	-0.423221357	0.039568071	-0.452283078	0.117828739	0.007591512	0.984724429	0.460573887	0.224286062
AT3G61880	-0.11527378	0.870594806	-0.055578086	0.981224965	-0.162555138	0.672795772	-0.486913221	0.035215677	-0.13410817	0.579743931	-0.438750387	0.340235513	-0.374098411	0.246642333
AT3G61890	-0.408054395	0.870594806	-0.973919763	0.861591092	-1.667006733	0.493536205	-2.63037101	9.04E-05	-1.466899782	0.055103292	-1.1716286	0.056190433	1.349676667	0.294140407
AT3G61900	0.182584836	0.892934454	0.279504996	0.883777022	0.385110536	0.422044507	0.218921987	0.383640982	-0.018999694	0.96354101	0.21460853	0.420333154	-0.059771042	0.938734524
AT3G61910	0.020304042	0.979329864	0.021677687	0.992224975	0.030393616	0.912667162	-0.169933656	0.494864167	-0.171896781	0.374543873	-0.107435826	0.644221947	-0.280122029	0.282886391
AT3G61920	0.001158428	0.998334387	0.003233915	0.998864179	-0.143299605	0.638169758	-0.237165624	0.225738725	-0.094585866	0.644819288	-0.096701612	0.737894688	-0.096496371	0.866907813
AT3G61930	-0.035445414	0.98163819	0.258567828	0.921789309	0.249428994	0.502322126	0.791987717	0.017871207	1.987442391	0.000410147	2.108115299	6.29E-05	2.66590006	0.000158511
AT3G61940	-0.086019901	0.899158169	0.060255713	0.964497748	-0.129468235	0.562601499	0.081730391	0.726027757	-0.164730313	0.380678696	-0.065773863	0.835578855	-0.035520258	0.919623049
AT3G61950	-0.035324634	0.947433295	-0.085728262	0.944276546	-0.035565979	0.915737109	-0.12586209	0.347086955	-0.042703147	0.761733786	-0.024783935	0.922677274	-0.115221579	0.757837948
AT3G61960	-0.194330313	0.779969974	-0.180529565	0.899757498	-0.227316981	0.548159873	-0.367724282	0.086849253	-0.153401414	0.590486457	0.274524272	0.262526182	0.601293233	0.165029793
AT3G61970	-0.078153744	0.884219089	-0.055496273	0.978195818	-0.022028267	0.94803942	-0.228429046	0.430745244	-0.184421634	0.398966355	0.028934144	0.92012047	0.340779366	0.193717174
AT3G61980	0.090761805	0.957718063	-0.416967367	0.45603378	-0.146672566	0.702151427	-0.011301352	0.96787673	0.137706746	0.483975467	0.090838634	0.676479483	0.478619266	0.13010184
AT3G61990	0.079118764	0.94101166	-0.173233577	0.899351645	-0.195650265	0.70837392	-0.499523752	0.015501052	-0.411114709	0.214085947	-0.027318186	0.920481902	0.235885013	0.60700211
AT3G62000	-0.141047072	0.880855098	-0.387178446	0.870355298	-0.383507446	0.579201113	-0.396642989	0.130340874	-0.186390583	0.627783867	-0.330606758	0.210813316	0.024983978	0.978775009
AT3G62010	0.470270881	0.772766297	-0.63875435	0.878553782	-0.848477988	0.577665116	-0.5694626	0.077648185	-0.161893141	0.664594355	-0.25190429	0.186894507	0.294698724	0.569821468
AT3G62020	-0.059936976	0.925315298	-0.242585574	0.776324051	-0.496673662	0.429860932	-0.268674839	0.262647113	-0.101361629	0.743250508	-0.196145957	0.606040529	-0.758135269	0.030456875
AT3G62030	0.086908641	0.879453158	-0.136335358	0.920603821	0.017096836	0.975205055	0.299007918	0.16112206	0.48624052	0.027792071	0.494084986	0.047749446	0.45259116	0.13769502
AT3G62040	-0.015756201	0.995943059	-0.064676985	0.985958051	-0.232739839	0.74174607	-0.61058162	0.065294831	-0.385462744	0.177981593	-0.008516834	0.9867005	0.032691659	0.955843913
AT3G62050	0.209714413	0.840036855	0.708423971	0.528287296	0.777752437	0.323284183	0.650164716	0.093021019	0.408574136	0.09369968	-0.37065444	0.175307878	-0.05408681	0.944664401
AT3G62060	0.100626425	0.91442074	0.011428818	0.996544479	-0.492624204	0.182331475	-0.047260944	0.899273074	0.148198803	0.641715208	0.224584239	0.340282686	-0.0923972	0.860169887
AT3G62080	-0.046705514	0.968354008	0.221641591	0.899757498	0.006041961	0.992372384	-0.000543169	0.999276172	0.091213554	0.8467493	0.089954951	0.824549919	0.087723366	0.908973276
AT3G62090	0.035508726	0.970640704	0.215999678	0.907429266	0.107840787	0.855841209	-0.359254541	0.195556961	-0.005455364	0.993633469	0.04169665	0.890035125	0.425289506	0.517900375
AT3G62100	1.996672037	0.0198503	1.934790717	0.221814147	2.791192715	0.017650591	2.813704265	2.41E-05	1.745785155	4.01E-05	0.904581069	0.014829412	1.130655775	0.163731327
AT3G62110	0.240230229	0.777200278	0.856274373	0.11852822	0.983277337	0.102741918	1.426740711	0.000226479	1.531548879	3.00E-05	1.609891412	9.45E-05	0.510600446	0.404992727
AT3G62120	-0.07399601	0.922562404	0.155387837	0.907029117	0.098024518	0.765201911	0.331675609	0.079424635	-0.011341082	0.966624	0.026991754	0.928424343	-0.066700001	0.874414861
AT3G62130	-0.190018142	0.761256111	0.033737683	0.992349118	0.084087101	0.859978364	-0.030110445	0.944921285	0.14361	0.439290888	0.317385249	0.086421571	0.050525323	0.910407095
AT3G62140	-0.131615823	0.877173106	-0.04058862	0.985893413	0.11496827	0.777371374	0.196623928	0.515671305	0.369625822	0.190781184	0.313201043	0.266501324	0.194456237	0.677185305
AT3G62150	0.938513644	0.287739394	0.211065766	0.931169438	1.158712298	0.108063196	0.290626297	0.301171424	0.030877326	0.938314794	-0.235146316	0.580818499	0.157831252	0.885087831
AT3G62160	-0.031560085	0.988952219	0.11640742	0.975583558	-0.403298924	0.569742122	-0.22510486	0.62383617	-0.576471805	0.076379811	-0.821989181	0.071282679	-1.099456198	0.021677243
AT3G62170	-0.053202969	0.940229313	0.065665386	0.975583558	0.011049825	0.982078262	-0.023298212	0.943961872	-0.023255038	0.942702355	0.034370054	0.889297994	-0.006162285	0.992909355
AT3G62180	0.085744403	0.899158169	0.038294675	0.985893413	-0.22705793	0.531766399	-0.044074448	0.87157933	0.149079595	0.340842449	-0.291690577	0.141900838	0.143396754	0.723649316
AT3G62190	-0.281211498	0.686167842	0.002898539	0.998901567	-0.003230849	0.997040907	-0.269454084	0.200581087	-0.191251156	0.467384062	0.13763452	0.67198714	0.019854217	0.975570483
AT3G62220	-0.002312676	0.997719648	-0.179319266	0.907429266	-0.269674731	0.523513711	-0.072700265	0.806817833	0.04562978	0.874536472	0.172694383	0.574556186	-0.0053249	0.993097692
AT3G62230	-0.036831573	0.949051582	-0.144240451	0.917679913	-0.065097224	0.843890987	-0.17482396	0.371174251	-0.231918251	0.252005138	-0.040571077	0.913573168	-0.072829101	0.859950339
AT3G62240	0.017438583	0.984817913	-0.018667973	0.996186012	0.193284396	0.687075767	0.093523911	0.76253823	0.044469848	0.847828039	-0.026683077	0.910281092	0.16193599	0.772070018
AT3G62260	-0.042916314	0.989577075	-0.935534516	0.487506983	-0.269801363	0.822147068	-0.625880381	0.029442311	-0.525310823	0.277984793	-0.634104205	0.122158546	0.643416809	0.141871303
AT3G62270	-0.05577849	0.985991391	-0.178080101	0.967925973	-0.496710828	0.510332112	-1.523936067	0.038869526	-1.900572397	0.002285402	-1.625095504	0.009498681	-0.758484153	0.083518153
AT3G62280	0.391387576	0.718323311	0.12360757	0.956030191	0.02735742	0.963733083	-0.195998259	0.692692641	0.20478513	0.447594779	0.915836907	0.002293942	0.515926304	0.461532392
AT3G62290	-0.180654226	0.761200121	-0.080268077	0.943902626	-0.258342769	0.421888713	-0.485033647	0.021289439	-0.34550928	0.043659144	-0.219119632	0.197379858	-0.129746754	0.673976421
AT3G62300	-0.067386803	0.939541007	0.099032012	0.957294616	0.366485609	0.248391331	0.371709423	0.126944858	0.316840721	0.106878398	0.190132561	0.533071037	0.172689168	0.72160478
AT3G62310	0.042376349	0.94928323	0.218889572	0.904846947	0.628682609	0.090279885	0.498513552	0.039508729	0.473644363	0.012598032	0.141318316	0.538202566	0.269776037	0.482933166
AT3G62320	0.068768081	0.895925749	0.032108304	0.982667574	-0.066838546	0.817277098	-0.073269989	0.698356132	0.146694388	0.54823025	-0.002800716	0.995293179	-0.079879664	0.780945616
AT3G62330	0.21311503	0.784479203	0.135119658	0.944276546	0.069989544	0.909652347	-0.135568376	0.669646808	0.241424912	0.431269609	0.297650098	0.21075258	0.217304284	0.690116446
AT3G62350	0.018887037	0.980535922	0.019462833	0.986008083	-0.051273042	0.856123268	-0.03861674	0.892410232	-0.076591864	0.684054175	-0.056621039	0.861327233	0.002873496	0.995201904
AT3G62360	-0.080251696	0.88286523	0.09278569	0.943848284	-0.139994217	0.712089054	0.018712115	0.959862158	-0.019123068	0.935859388	0.235031594	0.155316004	0.117319619	0.767445486
AT3G62370	-0.046759526	0.955460785	-0.00289712	0.998901567	-0.151794078	0.737324738	-0.155100875	0.491207569	0.171056463	0.431287338	0.077449005	0.814010305	-0.091842839	0.85426258
AT3G62380	0.121973909	0.88286523	0.051709999	0.97473975	-0.030093932	0.939377241	0.051208247	0.845720782	-0.161289414	0.362622805	0.083352611	0.754455504	0.001750716	0.998085466
AT3G62390	-0.386323484	0.604727406	-0.016996523	0.996285228	-0.442227839	0.457131953	-0.705536033	0.036427415	-0.151601649	0.544374935	0.064964701	0.846383017	-0.202048227	0.845207456
AT3G62400	-0.136115009	0.875922485	0.065663635	0.978908775	0.011597742	0.989907985	-0.050934402	0.875814701	-0.200771957	0.503124589	-0.013843702	0.977300533	-0.318701414	0.379469205
AT3G62410	0.183416178	0.802691949	-0.105536402	0.933199294	-0.047434006	0.93881788	0.139473058	0.59997702	0.185702636	0.478935106	0.197836816	0.560722908	0.429442857	0.258852903
AT3G62420	0.107247114	0.894341181	0.037030521	0.984664344	0.034111909	0.966147905	0.264365009	0.239420115	-0.028688823	0.895824644	-0.204940623	0.284472021	8.22E-05	0.999862916
AT3G62430	0.068122439	0.920064981	0.219775975	0.651717987	-0.073250566	0.799339064	0.183999005	0.464464087	0.098605372	0.747711055	-0.247341061	0.492525714	-0.338393787	0.23000986
AT3G62440	0.005691947	0.996129096	0.004123685	0.998162258	-0.228597088	0.381693118	-0.119935438	0.475160414	0.134045657	0.455299035	-0.066724586	0.863311704	0.131922154	0.607125742
AT3G62450	-0.198445033	0.840330892	-0.195407102	0.882186946	-0.09883668	0.862536201	-0.139493572	0.785697723	-0.047526394	0.906669999	0.132497161	0.74150099	-0.354795997	0.269517216
AT3G62460	-0.342587913	0.676302628	0.047730212	0.986008083	0.48014673	0.460035496	0.723039746	0.014170969	0.602635474	0.026490912	0.522455309	0.032711331	0.139776856	0.71985357
AT3G62470	-0.201615735	0.764170851	0.124706157	0.965576537	0.233587329	0.618187118	0.308067873	0.200353995	0.207675019	0.338214685	0.054152717	0.852191888	-0.114601997	0.89178741
AT3G62480	0.058544237	0.920064981	0.169581676	0.821779997	0.161117855	0.537606877	-0.220477536	0.170062745	-0.242702172	0.160042644	-0.114279921	0.588202095	0.001639498	0.998085466
AT3G62490	-0.034075389	0.966023993	-0.151137871	0.813250199	0.020860171	0.939300829	-0.033340424	0.869217724	0.029816602	0.902424864	-0.056531583	0.74150099	0.050513079	0.861771689
AT3G62500	0.195721796	0.749945207	0.156954089	0.88348731	-0.044739666	0.844226878	-0.1459371	0.431321674	-0.066563773	0.702301825	-0.216446582	0.427378398	-0.145289496	0.669314527
AT3G62510	0.034374751	0.963927153	0.183545401	0.699492125	0.102617096	0.629428119	0.064283585	0.759218949	0.017764544	0.935623398	-0.194897081	0.476910928	-0.070883734	0.850483337
AT3G62520	0.157571755	0.807056946	-0.090780076	0.938584844	-0.017498518	0.96037855	-0.109516409	0.561290604	-0.236792826	0.350898713	-0.290481921	0.275614269	-0.112928554	0.77809081
AT3G62550	0.264411867	0.746632782	-0.202693716	0.879780676	0.055569519	0.861758785	0.121547199	0.585272105	0.034021548	0.907876867	-0.014454821	0.963776895	-0.040683817	0.951124059
AT3G62560	0.037189763	0.962101746	-0.093513693	0.943848284	-0.12137763	0.774321308	-0.033832532	0.91297557	0.082367607	0.675434708	0.245193413	0.185843969	0.003660285	0.994470005
AT3G62580	-0.003009973	0.997719648	-0.245216422	0.797422589	-0.231569309	0.569650835	-0.124155987	0.636925784	-0.217054615	0.389521376	0.058757353	0.878877206	0.026852907	0.971431207
AT3G62590	-0.216585471	0.845178553	-0.790723902	0.211698858	-0.907547141	0.090423598	-0.448440584	0.126283871	0.279410168	0.313778993	-0.282348898	0.414577137	-0.098335212	0.924455968
AT3G62600	-0.182319535	0.891909502	-0.200602712	0.877989095	-0.578532033	0.306187117	-0.571115551	0.104167853	-0.481666964	0.033040936	-0.179055564	0.619195821	-0.055797578	0.954872664
AT3G62610	0.236651195	0.724381553	0.035951771	0.979154054	-0.147514693	0.687191726	-0.274133466	0.116146602	-0.271045969	0.261911114	-0.100817877	0.797425713	-0.046503031	0.945760677
AT3G62620	-0.163631163	0.837588001	0.099826067	0.952867136	0.199784191	0.547088125	0.285903827	0.189318211	0.210481727	0.278060442	0.240368321	0.320511973	0.189698569	0.803094723
AT3G62630	-0.100892642	0.925265413	0.08585299	0.978195818	-0.216672286	0.743674464	-0.607443513	0.070506383	-0.348982751	0.144779844	-0.376228064	0.060085554	0.021039188	0.978698818
AT3G62640	0.106113085	0.806348632	0.107942633	0.879954281	-0.051872902	0.85358217	0.017099901	0.952531949	-0.138087745	0.423319266	-0.136873247	0.404688697	0.03086671	0.946739793
AT3G62650	0.105871669	0.870594806	0.269452362	0.938584844	-0.109864793	0.92670717	-0.619087429	0.01912308	0.012774724	0.976826094	0.043638584	0.912160592	0.002772656	0.995829172
AT3G62660	-0.1946329	0.811499527	0.149436483	0.930066563	-0.254316715	0.667167892	-0.483286607	0.025863912	-0.621239824	0.002981662	-0.410506901	0.150005272	-0.50463574	0.265186145
AT3G62680	-0.796282309	0.729545713	0.304063624	0.943902626	-0.29105449	0.76339506	-0.305614886	0.64677826	0.002337633	0.998098892	-0.593108447	0.552443131	-0.332002532	0.801255968
AT3G62690	0.350361632	0.476970296	0.116906436	0.959458645	0.312842638	0.582824419	-0.060888089	0.877305933	-0.280856959	0.336621205	0.266639599	0.427325454	-0.099518433	0.93296347
AT3G62700	0.138760218	0.816819511	0.285941384	0.908492351	-0.411261309	0.62511562	-0.324378832	0.334034436	0.314989067	0.194155846	0.046249868	0.85768541	0.355345489	0.425235779
AT3G62710	-0.147598979	0.754780571	-0.130626527	0.918315676	-0.127164576	0.720839842	-0.038014192	0.884765447	-0.112767783	0.640543645	-0.365239014	0.24828451	0.028702507	0.940763886
AT3G62720	0.02062872	0.995776414	-0.511941686	0.820932733	0.01986644	0.987072091	0.119069552	0.798897387	0.025920036	0.968990712	-0.290329484	0.446729665	0.731481012	0.385442175
AT3G62730	0.257101955	0.636013189	-0.400733673	0.787686827	-0.226250291	0.529036998	-0.227131108	0.383556952	0.627953944	0.081803945	0.933642789	0.048685398	2.303575046	0.005489055
AT3G62740	-0.679151895	0.606950078	-0.486745412	0.907429266	-0.116260757	0.958956954	-0.447926517	0.125923069	-0.85685176	0.437735698	-0.951136955	0.303738656	0.393656736	0.789716179
AT3G62750	0.095946026	0.78662544	-0.070267311	0.958012631	0.050029534	0.880219761	0.01564417	0.942622502	-0.122193027	0.485929309	-0.095347048	0.587759158	-0.224462165	0.430961736
AT3G62760	-0.249264404	0.891909502	0.37953515	0.930231292	-0.697390268	0.514188379	-1.241496434	0.008813007	-1.202811427	0.00203504	-0.774032915	0.143148569	0.021345851	0.992685516
AT3G62770	0.056501168	0.97242352	-0.123669716	0.95031291	-0.386844013	0.393581835	-0.405162016	0.072396767	-0.381994486	0.154020462	-0.309161722	0.109825794	-0.225644033	0.637201754
AT3G62780	0.376823015	0.714584017	-0.057317012	0.985602874	0.484795501	0.508069522	0.694116666	0.009757973	-0.203613319	0.383546912	0.29737836	0.356423384	-0.359036388	0.679895915
AT3G62790	-0.31279664	0.805062993	-0.081557288	0.975699957	-0.134650309	0.836686172	-0.220466908	0.398146414	0.004508163	0.992666482	0.19492064	0.709089341	-0.074377506	0.8707556
AT3G62800	-0.091942222	0.897026609	0.077597955	0.965423024	0.171051839	0.669142648	-0.035675534	0.909195437	0.070926749	0.76756169	0.356192619	0.100030195	0.177090441	0.700588897
AT3G62810	-0.011622162	0.990833982	-0.070218824	0.970045468	-0.101169423	0.788475212	-0.043391944	0.860384513	-0.009571475	0.971510209	-0.107670933	0.640446286	-0.328053062	0.481910059
AT3G62820	0.029601932	0.965960823	-0.00476772	0.996959155	0.127185485	0.510332112	-0.224550582	0.239192872	-0.119068599	0.610545472	-0.120977363	0.544794453	-0.017101992	0.973038616
AT3G62840	0.156900447	0.772445961	-0.033697081	0.989863682	0.162713533	0.71679323	0.064618149	0.84965466	0.024898956	0.924369005	-0.101768074	0.547732637	0.111687028	0.806780145
AT3G62860	0.747477524	0.070848598	0.954214305	0.251196055	0.893870179	0.082953565	0.732553946	0.051865165	1.18858766	0.002153739	0.961379676	0.020432931	0.682496503	0.0935909
AT3G62870	-0.238358205	0.686076601	-0.004655113	0.997768712	0.189179939	0.499874844	0.249162557	0.135956885	0.282246769	0.142192721	0.210953138	0.273417818	0.084734623	0.780542413
AT3G62880	0.039452105	0.96110509	-0.058445817	0.978195818	0.248280487	0.588296364	0.046313547	0.92214798	-0.024425636	0.938826421	0.273461715	0.341283458	-0.045203206	0.936193294
AT3G62890	0.050267164	0.937249757	0.159887674	0.909377965	0.025715972	0.964961266	0.102608349	0.686012843	-0.102465146	0.658447554	0.00939409	0.973421111	-0.149076096	0.742996069
AT3G62910	0.218809491	0.88436691	0.534796138	0.436435329	0.695226061	0.100164904	0.841673419	0.007520337	0.397956851	0.072912099	0.149356482	0.725833033	0.098235704	0.873847992
AT3G62920	-0.072150396	0.945457983	-0.101659231	0.978908775	0.102121738	0.8405425	-0.045571611	0.901879167	-0.030113684	0.92583974	0.03298885	0.961698311	0.1744159	0.787974051
AT3G62930	-0.167636024	0.896737782	1.129850527	0.176589651	0.557971837	0.700651072	0.011615731	0.985323433	0.12670353	0.709233247	0.190767348	0.665232477	0.03059233	0.972541917
AT3G62940	-0.089762815	0.900613521	0.123855164	0.958012631	0.455561451	0.381811569	0.499167699	0.045833671	0.086235379	0.764924015	0.15880026	0.532339473	0.204941914	0.625985439
AT3G62950	-0.104628573	0.849895843	0.006153498	0.997006706	0.073416656	0.828139964	-0.148683751	0.378226591	0.021726428	0.897097226	-0.0079105	0.970076459	-0.00765138	0.986083132
AT3G62960	0.258029207	0.662687364	0.430719731	0.514108743	0.046106842	0.891361182	0.190627325	0.436797027	0.118903346	0.5902828	0.1446811	0.500179911	0.087116569	0.898868488
AT3G62970	-0.041583529	0.958890374	0.060020536	0.977740521	0.184792799	0.583336545	0.16498231	0.476437999	0.169710718	0.445407784	0.007380351	0.978213483	-0.400954346	0.237608656
AT3G62980	-0.181169384	0.756074153	-0.236991993	0.881667281	-0.039007957	0.949473021	-0.077394801	0.77511717	0.392588839	0.062694266	0.48627283	0.025739042	0.352815403	0.304688052
AT3G63000	0.094883025	0.904562372	-0.059866528	0.982667574	-0.175223678	0.672023533	-0.114961762	0.630219045	-0.085430376	0.763097167	-0.066447208	0.791044094	0.037190024	0.935495757
AT3G63010	0.792593321	0.206805193	0.444241319	0.815223957	-0.107403481	0.902442572	0.380672243	0.07788482	0.60673112	0.020744836	0.788349286	0.006492863	0.0051111	0.992909355
AT3G63020	-0.033704636	0.95314785	-0.036042577	0.985602874	-0.040055444	0.92436834	-0.391198835	0.049028941	-0.099568898	0.697505455	-0.002694604	0.994034676	-0.012811594	0.983643115
AT3G63040	-0.015666975	0.990034664	0.042546801	0.973882094	0.100879954	0.760765709	0.008947965	0.967346764	-0.113032728	0.601286901	-0.139736415	0.642230447	-0.031646775	0.946818727
AT3G63050	0.441699504	0.314294077	-0.18791655	0.903104275	-0.123157946	0.899671474	0.160634031	0.428501988	0.095579479	0.784943824	-0.099384392	0.630223813	-0.088871014	0.891208896
AT3G63060	0.319299587	0.343886922	0.22859221	0.710649992	0.180198384	0.584251859	0.075414189	0.848520426	-0.022253449	0.91199145	-0.210672247	0.292718426	0.103491322	0.783218758
AT3G63070	0.263427782	0.748484312	0.226962476	0.897030383	0.091448649	0.800941355	0.334744687	0.136704487	0.083508024	0.745695365	0.083990134	0.728869062	0.064255292	0.916747774
AT3G63080	-0.012738998	0.992375946	-0.050357347	0.978355674	-0.214541935	0.587702593	-0.051918475	0.838744527	-0.07633216	0.784239547	0.283591911	0.182177765	-0.209255586	0.662137593
AT3G63090	-0.172718686	0.81382792	0.078362755	0.975583558	-0.086974342	0.851996707	0.041829657	0.924382823	-0.02959488	0.927101924	-0.095878207	0.795874991	-0.433644106	0.462537466
AT3G63100	0.194337446	0.712554602	-0.0903442	0.974395443	0.052577783	0.920310672	-0.033941858	0.93214974	-0.196090982	0.513015952	-0.162466794	0.686334793	-0.071175226	0.927351398
AT3G63110	-0.335336153	0.615332458	-0.002939087	0.998901567	-0.086028691	0.868387031	0.035259239	0.942662789	-0.141738253	0.665565934	0.104097852	0.80136212	0.071948199	0.921830008
AT3G63120	-0.191190524	0.7578407	-0.322021214	0.811495533	-0.635480983	0.165510911	-0.566400975	0.018269396	-0.572776306	0.008699665	-0.233464706	0.202174796	-0.248601772	0.582100232
AT3G63130	0.035035316	0.96110509	0.158798859	0.901133463	0.272052108	0.477469536	0.395447367	0.139737756	0.353521506	0.126533049	0.129731207	0.527545081	0.22701919	0.598717017
AT3G63140	0.077840687	0.871253949	-0.021780847	0.990524503	0.139223609	0.627854583	0.023082967	0.926983065	-0.104996207	0.715396447	0.095679131	0.619195821	-0.010778972	0.983476861
AT3G63150	-0.115568377	0.858994835	-0.043830554	0.981224965	-0.266312662	0.534030298	-0.216323189	0.338148572	-0.082727167	0.741073789	-0.101579479	0.545727925	-0.121397092	0.799876139
AT3G63160	0.188064063	0.789002967	0.158291656	0.930699305	-0.030433897	0.960310449	0.209765805	0.586074308	-0.020885162	0.954785775	0.11780277	0.665427749	-0.160738775	0.700588897
AT3G63170	-0.054119844	0.941977347	-0.309797058	0.603916362	-0.351577488	0.304360217	-0.357532347	0.153158098	-0.051346373	0.819162846	0.028245192	0.906262986	-0.127050315	0.794877025
AT3G63180	0.626177867	0.4303466	0.341219509	0.79684295	-0.003025733	0.997766038	0.585384264	0.068889206	0.481120623	0.045539398	0.095857423	0.764285743	0.294109517	0.648903236
AT3G63190	0.011137697	0.993285576	0.188209022	0.918459333	0.125022688	0.785909155	0.607943753	0.01523778	0.867138474	0.004008861	0.300601134	0.216234156	0.468875555	0.34433142
AT3G63200	-0.389778277	0.584762616	-0.200435497	0.919695342	-0.436542358	0.501191274	-0.234869128	0.341541397	0.114313092	0.683573095	0.440430395	0.037557401	0.046167567	0.963264018
AT3G63210	-1.139914104	0.023944336	-0.940284236	0.068249578	-1.035301455	0.313047707	-1.248179305	0.000271936	-0.439566748	0.044107053	0.088139435	0.820838	-0.174980014	0.859459765
AT3G63220	0.281953625	0.662695377	0.214921231	0.810070151	-0.005746332	0.993380859	-0.078529691	0.754887398	-0.149005718	0.440232377	0.024827212	0.945664708	-0.036571609	0.947428401
AT3G63230	-0.00301623	0.99667957	0.109949207	0.851883794	0.120570845	0.612740984	-0.121358026	0.376390181	-0.044353459	0.784983285	-0.107742103	0.586793878	0.014211241	0.978831467
AT3G63240	1.190217637	0.00894193	1.356389626	0.012523659	1.5413951	0.059210554	1.841648067	0.000111568	1.469619704	0.00013474	0.881934751	0.02200591	0.546522777	0.14029252
AT3G63250	0.009409409	0.991639832	0.037716393	0.985602874	-0.032177145	0.939730243	-0.351305201	0.088756566	-0.06821652	0.80396313	0.10780876	0.590449801	0.030021071	0.962265704
AT3G63260	0.065232194	0.929166997	-0.129443885	0.918357634	0.000627554	0.99969958	0.185682804	0.394959788	-0.087025849	0.725420182	-0.119675039	0.617995299	-0.15086497	0.675584669
AT3G63270	-0.22416783	0.756499295	0.021149111	0.991222909	0.274952147	0.656909185	-0.007159882	0.983874079	0.205564128	0.479050417	0.310439643	0.273931374	0.06702459	0.910797905
AT3G63290	-0.176085239	0.831631931	0.002437388	0.998994349	-0.154891095	0.772457208	0.159113682	0.688725291	0.3189825	0.247089863	0.482589228	0.196519543	0.243258848	0.531459653
AT3G63300	-0.344471746	0.597275765	-0.290776073	0.820294666	-0.210710185	0.70764205	-0.481144794	0.057964303	-0.124245615	0.683177285	0.012733597	0.970869009	0.141481599	0.783990926
AT3G63310	0.196160881	0.801469061	-0.047977678	0.986008083	-0.01033907	0.98741863	0.004202255	0.987451569	-0.309344512	0.100562429	-0.213056607	0.276512137	-0.085604585	0.914760731
AT3G63320	-0.046263459	0.950691099	-0.153699067	0.875167585	-0.088297976	0.845137154	-0.081999685	0.704518802	0.019555213	0.927550555	-0.267216868	0.370815946	-0.105898305	0.760989666
AT3G63330	0.067523562	0.947068502	-0.024122606	0.99107951	0.13830371	0.70764205	-0.108083606	0.774312793	0.089957379	0.772961168	-0.134228905	0.677838637	0.064614591	0.933275511
AT3G63350	0.043964254	0.967418966	0.239876564	0.712793712	-0.118319395	0.774981543	0.021062835	0.944626935	-0.141245156	0.601300882	-0.050252046	0.902672493	0.0784667	0.878731191
AT3G63360	0.264954264	0.684724683	0.147099886	0.922133997	0.126776355	0.659143048	0.116144344	0.491668065	1.346947441	0.000328138	2.926802997	0.000126677	3.132006789	0.066496535
AT3G63370	-0.112434489	0.920064981	-0.050250277	0.975583558	0.115729768	0.65739841	0.010038543	0.982594423	0.012422548	0.959501443	-0.134363966	0.659932718	0.077429561	0.846453438
AT3G63380	0.093728177	0.967336115	-0.847496281	0.702160133	-0.569934116	0.613316031	-0.17933598	0.658051545	-1.295030704	0.021462077	-1.617246685	0.136791407	-1.550799564	0.341184786
AT3G63390	0.072045018	0.927595146	-0.04252438	0.985958051	0.213271028	0.558237574	0.107373882	0.674081275	0.196840256	0.333084061	0.186545371	0.423117643	-0.124932293	0.766107566
AT3G63400	-0.126175089	0.849895843	-0.182732446	0.907029117	0.093498145	0.835214231	-0.061007127	0.864933941	-0.036397536	0.87213784	-0.477689769	0.055608295	-0.393711965	0.311748297
AT3G63410	-0.072213697	0.944470051	-0.071498186	0.972037101	-0.083032593	0.828139964	-0.048770018	0.84903837	0.052764426	0.805813103	0.286292077	0.142169651	0.148623252	0.704849106
AT3G63420	0.03120148	0.972684449	0.296868476	0.75029007	0.230774097	0.522434491	0.027729243	0.941662825	0.27652062	0.250232738	0.211104569	0.273694513	0.03727934	0.947428401
AT3G63440	3.449692012	0.001593944	3.461360981	0.001250563	2.768229489	0.06118291	0.84919289	0.014325942	0.207063537	0.579519584	-0.01472021	0.974187143	0.126974868	0.884491885
AT3G63460	-0.172009031	0.79127978	0.200389768	0.833765089	-0.148990908	0.646036738	-0.045682012	0.91962012	0.092484237	0.633819371	0.10517862	0.619992447	0.181739836	0.599709988
AT3G63470	-0.568960503	0.397637345	-0.789756255	0.867682548	-2.108127497	0.066982226	-2.328799712	9.44E-05	-2.284492077	1.48E-05	-1.669469001	0.005856131	-1.509126863	0.098873213
AT3G63480	0.108457844	0.900613521	0.184912094	0.903104275	-0.171744021	0.769573133	0.087580033	0.761313734	-0.018841404	0.964834747	-0.305656994	0.467621943	-0.147820017	0.841141425
AT3G63490	0.101717385	0.909448521	0.145790581	0.958295194	0.320962257	0.444826519	0.240279383	0.36266105	0.315935705	0.189831699	0.079067008	0.789930653	0.187816938	0.713781547
