ID	logFC_0.5h	FDR_0.5h	logFC_1h	FDR_1h	logFC_2h	FDR_2h	logFC_4h	FDR_4h	logFC_8h	FDR_8h	logFC_12h	FDR_12h	logFC_24h	FDR_24h
AT1G70130	0.690724401	0.73729986	-0.459904817	0.924018169	-0.393290009	0.742673434	-0.063021008	0.778619875	-0.139283467	0.412931857	-0.457260192	0.069135779	0.097247442	0.824018561
AT1G70140	0.017234912	0.988035526	-0.273789053	0.864617445	-0.016536564	0.98327112	-0.408726453	0.066781745	-0.518489176	0.027497013	-0.886109015	0.028585361	-0.554476949	0.115683201
AT1G70150	0.21915385	0.871253949	-0.164689921	0.923898003	0.099385004	0.837177395	-0.179768941	0.478077567	0.223217916	0.395751122	-0.008972668	0.981466189	-0.017371481	0.977689289
AT1G70160	-0.386412936	0.427323274	-0.342159643	0.593151763	0.066262115	0.902710145	-0.246274678	0.451403287	0.048275571	0.808222594	0.087194178	0.721850074	-0.267215343	0.409205734
AT1G70170	-0.375188008	0.837355787	-0.858816396	0.507369376	-0.529798864	0.357477851	-0.543984628	0.06338991	-1.037158254	0.00101113	-1.441576991	0.007392814	-1.086186925	0.037984313
AT1G70180	-0.095052686	0.91385079	-0.05837953	0.977462986	0.175441013	0.594393235	0.105227204	0.67658749	0.263614251	0.159933224	0.180838158	0.559867398	0.004118439	0.995829172
AT1G70190	-0.256135081	0.693651677	0.078890997	0.968276889	0.025085496	0.971752805	0.110013662	0.77662873	0.121819828	0.674965619	0.264598038	0.429467045	-0.057945712	0.908848577
AT1G70200	-0.600924322	0.725520693	-0.101912561	0.976667521	0.484692763	0.562857713	0.47220416	0.066389365	0.756266652	0.079750609	0.411365552	0.33854933	0.018743998	0.975570483
AT1G70210	-0.335550631	0.725814661	-0.451605924	0.831201102	-0.538907282	0.545448946	0.732439792	0.162382464	1.305852557	0.001622302	0.656946631	0.067475744	-0.750637691	0.082577693
AT1G70230	-0.549824217	0.173607925	-0.582342914	0.493329507	-1.133982586	0.262682952	-1.045526436	0.001096332	-1.343000704	0.001015407	-1.07720242	0.005068747	-0.936213038	0.105173134
AT1G70240	-0.014673981	0.987819484	-0.002007853	0.998901567	-0.173761545	0.694916389	-0.039058616	0.919814193	-0.032793426	0.897097226	-0.250049891	0.303572995	0.013822344	0.979860921
AT1G70250	-0.110893302	0.825107979	-0.030114693	0.9877896	-0.003916662	0.992372384	-0.202125689	0.325798668	-0.168459376	0.286229335	-0.365286566	0.234123824	-0.135011126	0.684967754
AT1G70270	0.026134618	0.969386226	-0.006028441	0.997163451	-0.06277643	0.884972589	-0.050098039	0.780113298	-0.051647826	0.7572079	0.098228976	0.637222639	0.159449229	0.483793609
AT1G70280	-0.086938524	0.930287781	-0.058029295	0.984304085	0.061085149	0.902377198	0.00459323	0.990606042	0.105558132	0.691620044	-0.189779891	0.40896051	-0.051022529	0.938663368
AT1G70290	-0.044748485	0.974016979	0.917498654	0.299921866	-0.187193366	0.860046824	-0.576799605	0.475178071	0.229293054	0.587778173	-0.435324653	0.113686187	-0.087742806	0.898191953
AT1G70300	-0.091692316	0.949051582	0.098868903	0.966413834	-0.019859627	0.984484533	-0.334645738	0.150305253	-1.023603025	0.000831344	-0.972693761	0.006963682	-0.446838523	0.109089723
AT1G70310	-0.162393207	0.88286523	-0.239053604	0.774843787	0.019142494	0.975510515	-0.047859673	0.872905725	-0.021715361	0.927634425	0.014742613	0.954789579	-0.133583346	0.710368408
AT1G70320	-0.081576485	0.940229313	0.20862618	0.879780676	0.113615622	0.796879883	0.276411141	0.184914761	0.132096711	0.544821983	-0.027499256	0.914693589	0.456122204	0.128673324
AT1G70330	0.089064369	0.948126837	-0.039635295	0.99107951	-0.589242644	0.364019637	-0.504763927	0.071620126	-0.346293226	0.170716801	-0.149189376	0.647607078	-0.162908083	0.679794817
AT1G70350	-0.293017413	0.581444741	-0.049017003	0.984664344	0.040204381	0.967036252	-0.064743282	0.82726612	-0.06686759	0.812598157	-0.285834858	0.237950337	-0.174253973	0.702559821
AT1G70360	0.178613001	0.861962757	0.175057619	0.920603821	-0.018291518	0.972606647	-0.153798332	0.561413825	0.034998808	0.90875303	-0.121057418	0.814580532	-0.062470201	0.923063861
AT1G70370	-0.304062705	0.732921573	-0.543205347	0.491186619	-0.854423097	0.060233735	0.103602459	0.645110481	0.066814771	0.866475998	0.158629712	0.687269869	-0.461104785	0.605073935
AT1G70400	0.079283305	0.900613521	0.12101318	0.919356595	-0.06657615	0.84194498	0.100483769	0.632801539	-0.058944325	0.826570979	0.072785427	0.754606472	-0.087687805	0.823028401
AT1G70410	0.217675231	0.874096045	0.3248491	0.866313363	0.166674105	0.755266424	0.65236292	0.011405781	-0.02151926	0.927614075	0.652738033	0.009506569	0.184929329	0.66457244
AT1G70420	0.080546409	0.964692321	-0.885886861	0.850411748	-0.063427195	0.963883908	-0.747078574	0.139549038	-1.182581078	0.004144251	-1.147725499	0.099111302	-0.697569682	0.141871303
AT1G70430	-0.070835995	0.891909502	0.085632899	0.927914259	-0.11099091	0.636256542	-0.213888194	0.33690812	-0.154530306	0.471079017	-0.12736692	0.577893288	-0.107662188	0.806800183
AT1G70450	0.035225308	0.966742423	0.447439799	0.229516527	0.148949524	0.720839842	0.286138962	0.207807836	-0.317378709	0.25258826	-0.461240656	0.159110696	0.140229845	0.783018338
AT1G70460	0.161292612	0.946587795	0.377346571	0.909279485	0.037064596	0.957522383	0.068908985	0.891164056	-0.320843864	0.525504561	-0.842361402	0.154582597	-0.198800128	0.813969297
AT1G70470	-0.596646938	0.183282443	-0.451884536	0.479200255	0.285646404	0.676816333	1.367468829	0.000435878	1.084184602	0.00056745	1.073176343	0.004911691	0.247041946	0.591141825
AT1G70480	-0.124472121	0.850294679	-0.150436057	0.924532319	-0.158653211	0.856163273	-0.584007579	0.017550348	-0.326784264	0.091821627	-0.145324712	0.502717407	-0.098341438	0.921830008
AT1G70490	-0.151730081	0.778187062	0.02178684	0.99089996	-0.231086899	0.406781273	-0.163999662	0.423159905	-0.220002394	0.22431324	-0.049194038	0.858369282	-0.146715167	0.701528647
AT1G70500	0.099489455	0.931926028	-0.100203597	0.965423024	0.411184732	0.538189413	0.022234827	0.957441127	0.155516798	0.723692783	-0.490265064	0.123585142	-0.552495509	0.179831074
AT1G70510	-0.011609199	0.993690477	-0.134805778	0.900016841	0.099588891	0.700650857	0.034556232	0.883257229	-0.086299341	0.611888712	-0.255285876	0.209803387	-0.015058265	0.975570483
AT1G70520	-0.181032187	0.834350856	0.340013669	0.791982037	0.292916205	0.582484994	-0.664915162	0.07847649	-0.362336056	0.253621655	-0.292573076	0.291141198	-0.081757352	0.90948272
AT1G70530	-0.506157146	0.395375448	-0.481425992	0.642582603	-0.215593121	0.748095003	-0.842067364	0.003614191	-0.817132307	0.00129446	-0.588928252	0.041262919	0.007488512	0.988876141
AT1G70540	-0.025771086	0.965250269	0.068628723	0.949824115	0.018114298	0.961415904	-0.132973849	0.473334236	-0.13275993	0.482795239	-0.099957658	0.705469761	-0.009842386	0.982672449
AT1G70550	0.740545024	0.095697014	0.681252404	0.294524778	0.421058004	0.246944426	0.463984836	0.037405964	0.370878556	0.056106889	0.42667417	0.155953145	-0.019446002	0.978831467
AT1G70560	1.484208878	0.0127111	1.320575436	0.054535917	1.04739354	0.114216745	1.642362982	0.000187947	1.840863106	6.89E-05	1.767138209	0.000191189	0.802092282	0.100586274
AT1G70570	-0.107619669	0.900127026	0.032485322	0.986008083	-0.179483925	0.654945611	-0.041876554	0.874978306	-0.022749513	0.934124639	0.013105677	0.954901106	-0.142000809	0.722383864
AT1G70580	0.022004647	0.981162159	0.101788876	0.943241562	-0.333013657	0.378104417	-0.41315583	0.090966363	-0.173519511	0.475353145	0.178293615	0.590023042	-0.135271582	0.863414615
AT1G70590	-0.083040699	0.946416771	-0.045242207	0.985958051	-0.11910038	0.764995661	-0.384702896	0.081872458	-0.161171232	0.457822028	-0.065899817	0.857234933	0.166257899	0.721859466
AT1G70610	-0.050114739	0.961386901	-0.273428011	0.850411748	-0.288852662	0.574853715	-0.045855383	0.894550537	-0.061717179	0.850872633	-0.124802598	0.656490393	0.023861332	0.975570483
AT1G70620	-0.10329481	0.969589908	0.277778959	0.950079558	0.399729144	0.578314848	0.359015981	0.610667249	0.43107771	0.324500839	0.065614812	0.894017976	0.532174382	0.262679297
AT1G70630	0.142746954	0.813936743	-0.021570888	0.993331778	0.560155516	0.146191173	0.136011351	0.498779891	0.189288676	0.475777907	-0.035182928	0.942677775	0.273677384	0.582630143
AT1G70650	-0.238417124	0.77560695	-0.074379122	0.965423024	-0.003385575	0.995175539	0.142556637	0.721782053	0.166943	0.482902381	-0.146063859	0.665025752	-0.071702434	0.903675017
AT1G70660	-0.313137068	0.50265105	-0.276678083	0.798616632	-0.209539953	0.570793506	-0.346217713	0.105678047	0.025674324	0.92402395	-0.077110102	0.730154192	-0.156751749	0.665225954
AT1G70670	-0.059464438	0.926972925	-0.151901252	0.919162147	-0.314781592	0.50079142	-0.631108341	0.046273484	0.166881509	0.565661893	0.208369582	0.435898563	-0.381929796	0.347203099
AT1G70690	-0.072980519	0.967998514	-0.143598131	0.946629697	0.211078319	0.653229512	0.177143259	0.478771892	0.231034133	0.298571847	0.763844081	0.003074364	0.495050533	0.172701568
AT1G70700	0.543923017	0.817018554	-0.06773897	0.995838785	-0.364254661	0.866656784	-0.266310365	0.46242176	0.293543742	0.36445511	-0.003308506	0.993666238	0.129470772	0.719732926
AT1G70710	-0.133030282	0.822185848	0.04379553	0.985602874	-0.319501686	0.394146648	-0.395055216	0.090373138	0.30963563	0.200291612	0.659457478	0.006427169	0.444675934	0.3777695
AT1G70720	-0.163428014	0.833127829	0.234995063	0.930066563	-0.150083391	0.79614908	-0.317125021	0.367738391	-0.057800223	0.859944926	-0.403690655	0.50102579	-0.262850535	0.48718392
AT1G70730	-0.032671769	0.967586706	-0.144960834	0.903104275	-0.17250485	0.665681623	-0.315678029	0.097057936	0.027178804	0.90338236	0.077714175	0.693507981	0.015313956	0.975570483
AT1G70740	-0.1184831	0.91435716	-0.841577027	0.189744548	-0.028962705	0.969212138	-0.68613149	0.010442448	-0.8733003	0.008338504	-0.691610022	0.011766621	0.082895504	0.91733021
AT1G70750	0.256082177	0.817018554	-0.2363392	0.95571801	-0.713193948	0.443679906	0.098113011	0.766728818	-0.025839233	0.93903562	-0.00265125	0.992603336	-0.370429025	0.352263131
AT1G70760	0.179318123	0.766884324	0.004932597	0.997768712	0.110316057	0.693999796	-0.116313065	0.459313401	-0.083998756	0.656199332	-0.16385705	0.4361055	0.114873086	0.628023413
AT1G70770	-0.03600442	0.965250269	0.10396512	0.941012622	-0.036440139	0.935639858	-0.010769748	0.971528517	-0.334822391	0.063500982	-0.232949333	0.150264012	-0.115383799	0.788038833
AT1G70780	-0.018570466	0.986437724	0.222740015	0.901824273	0.280664049	0.484031705	0.056967283	0.862580122	-0.097427517	0.718497199	-0.237190527	0.37708189	0.128489046	0.733958205
AT1G70790	0.229357585	0.837588001	0.072105357	0.990088603	0.031998366	0.975205055	-0.542520895	0.077622312	-0.213827573	0.41271584	-0.433630012	0.05505435	-0.029154452	0.971593694
AT1G70810	0.068231072	0.966742423	-0.972999906	0.637331001	0.207282378	0.802723663	0.252015283	0.575016109	-0.709348723	0.116769952	-1.29786238	0.004297604	-1.160759501	0.105153862
AT1G70820	0.10532798	0.875805203	0.204921129	0.813572974	0.085386515	0.700650857	-0.001691349	0.996094451	-0.0303342	0.902138365	-0.070563196	0.824959863	-0.062754572	0.936455701
AT1G70830	0.373066962	0.845071676	-0.175952705	0.975583558	-0.306738774	0.548159873	-0.572050796	0.1854866	-0.833592241	0.091548702	-0.122775135	0.745809028	-0.337922949	0.785866685
AT1G70840	0.025069119	0.987885817	-0.090131501	0.986008083	-0.427910311	0.393581835	-0.876956365	0.045531483	-0.597372854	0.058844345	-0.022010107	0.966023077	-0.345539989	0.711712265
AT1G70850	-0.228163491	0.727233261	-0.15458619	0.89743495	-0.407190215	0.463545511	-0.765714378	0.005974291	-0.748639413	0.113049261	-0.263431627	0.345320441	-0.176512121	0.679794817
AT1G70870	-0.095484698	0.872761191	-0.02847215	0.985893413	-0.157262687	0.520978098	-0.059335883	0.734453141	-0.066483813	0.66084641	-0.13864992	0.484928453	-0.084345063	0.804608988
AT1G70880	-0.156357586	0.918953171	-0.717457582	0.339458452	-1.094243183	0.479512819	-1.462497498	0.008543545	-1.843758461	0.043627457	-2.199795992	0.001435758	-1.741416812	0.080432914
AT1G70890	-0.111812946	0.947068502	-0.030082502	0.996401697	-0.867184327	0.319134296	-1.657271153	0.001333295	-1.942244452	0.062233534	-1.370427114	0.033190866	-1.361832901	0.369287305
AT1G70895	-0.241080127	0.698142297	-0.221895573	0.890988828	-0.516848524	0.228867054	-0.587191832	0.040630723	-0.630567754	0.050781269	-0.3532822	0.399189062	-0.058682469	0.947688901
AT1G70900	-0.094071733	0.923853708	0.094392695	0.964583646	-0.625052492	0.129623277	-0.863084339	0.002671776	-0.701127556	0.004501019	-0.15479283	0.497034728	0.103825775	0.824749063
AT1G70910	0.407446751	0.223589506	0.554834801	0.399847172	1.035211255	0.380369479	0.133783785	0.521513713	-0.04801334	0.802222543	0.011071434	0.973227451	-0.053585597	0.889809915
AT1G70920	0.442086671	0.194157205	0.702098266	0.077371042	0.843934656	0.123291013	0.184635087	0.235553297	0.06620078	0.767101742	-0.004363766	0.983386265	-0.212089649	0.50778808
AT1G70930	1.295547031	0.014205903	1.635326034	0.007805948	1.725285699	0.036346315	0.93358354	0.046703356	0.616472104	0.105557099	-0.167539436	0.550041531	-0.31534605	0.550510443
AT1G70940	1.537431308	0.002219828	1.450823413	0.021901776	1.461310074	0.03865848	1.689131322	0.000126148	1.577533685	0.001902738	1.504363947	0.002530449	0.87392166	0.048058535
AT1G70950	-0.160894584	0.837588001	0.100548676	0.975583558	0.043628472	0.935052662	0.027459527	0.952294986	0.608551837	0.049493764	0.237792082	0.453216646	0.133048854	0.857880896
AT1G70980	-0.226226306	0.833127829	-0.035132838	0.985234455	0.193053834	0.754184606	0.246089813	0.562410763	0.163078825	0.588540218	0.055175381	0.898406212	0.049421973	0.931828121
AT1G70985	-0.355941684	0.605360732	-0.275970955	0.848667815	-0.78441012	0.118446154	-0.519451886	0.038600337	-0.740899562	0.005709103	-0.116938689	0.751900674	-0.280172323	0.592719757
AT1G70990	-0.624909703	0.50265105	-0.45666549	0.735809034	-1.111127626	0.159149347	-1.170775353	0.003496781	-0.673291237	0.024132063	-0.06538405	0.839861408	-0.488018226	0.458250434
AT1G71000	0.001801506	0.997717509	0.089876984	0.919162147	0.090017529	0.661933887	-0.079714375	0.763434483	-0.086864732	0.613654089	-0.013939044	0.959144445	-0.108972125	0.723649316
AT1G71010	0.077441435	0.918953171	0.611795101	0.380463612	0.527362413	0.300621276	0.409821292	0.091424558	0.340290284	0.13686381	0.13464082	0.406153394	0.105522845	0.81248957
AT1G71020	-0.18906061	0.768153407	0.063689733	0.985602874	0.241078858	0.588369135	-0.15000377	0.685215727	0.157008544	0.396432836	0.0398599	0.913320002	-0.244556494	0.478507974
AT1G71030	0.164359123	0.777200278	0.512843777	0.236134026	0.056264724	0.920780824	-0.382586568	0.270122269	-0.53326453	0.124204965	-0.458184921	0.237252422	-0.158376783	0.72923903
AT1G71040	0.127422589	0.949252128	-0.221005128	0.907429266	0.175010121	0.813659266	-0.037114503	0.923979449	0.074137733	0.829617142	-0.099630065	0.906299008	0.030922556	0.983058368
AT1G71050	-0.098027406	0.896992651	-0.119417884	0.952867136	-0.496936566	0.201226966	-0.214569783	0.450752795	-0.536215817	0.02499661	-0.51681558	0.048974409	-0.397872156	0.249172929
AT1G71060	-0.040171547	0.96110509	0.127709389	0.931169438	0.100403152	0.896347988	0.386217918	0.30581821	0.081456516	0.795666287	0.136477448	0.816282947	-0.048624385	0.939504718
AT1G71070	-0.088840852	0.882644557	0.021193761	0.992956458	-0.139921754	0.688266561	0.013008919	0.964147074	0.021766277	0.93528135	0.056978023	0.809356182	-0.193748503	0.729886986
AT1G71080	0.078031956	0.899158169	0.144020346	0.932858394	-0.031796907	0.941459059	-0.175210852	0.380305258	-0.239536348	0.245474445	-0.137004332	0.533071037	-0.23008029	0.567826449
AT1G71090	-0.104832616	0.878716325	0.167541616	0.927914259	-0.064120477	0.888455156	-0.054252627	0.848246423	0.111542708	0.591950549	0.201214204	0.502255359	-0.074569803	0.87145234
AT1G71100	0.36690161	0.524242743	-0.09337918	0.965423024	0.191765747	0.689563099	0.456579532	0.069815264	0.106970737	0.732870549	0.116409788	0.780939435	-0.204601961	0.695347737
AT1G71120	0.199619686	0.785113787	0.128642156	0.958295194	-0.197244864	0.57463162	-0.139720128	0.597671761	-0.105612452	0.602228968	0.158219398	0.535802024	0.254924329	0.637201754
AT1G71130	-0.070381371	0.948835843	-0.366794272	0.82332005	0.056965932	0.915970735	-0.169465572	0.523830694	-0.117029184	0.597105279	-0.174476147	0.38508931	0.199371032	0.71713829
AT1G71140	0.584006802	0.744425772	-1.137821319	0.799523086	0.540401111	0.115741819	0.017719624	0.972629326	-0.539828117	0.050590678	-0.795653507	0.299400001	0.145591437	0.969453052
AT1G71160	-0.062172141	0.915597963	-0.03171036	0.986008083	-0.003015304	0.993677842	0.018233545	0.959302238	-0.050847329	0.759728679	0.562918974	0.171142847	0.855247344	0.146397707
AT1G71170	0.116088668	0.903774245	0.141245415	0.916327541	0.051660382	0.932463343	-0.076967491	0.84100768	0.117647771	0.694001967	0.406303478	0.155398824	0.178894871	0.817513312
AT1G71180	0.018206966	0.987819484	-0.120033429	0.957864426	0.04403869	0.911779648	-0.016925079	0.964176806	-0.003595179	0.989105697	-0.033282505	0.905637076	0.00066186	0.999622128
AT1G71190	-0.073528757	0.900613521	-0.270281999	0.690543451	0.066268878	0.902604451	-0.04496205	0.905612141	0.089473055	0.628197351	0.139061345	0.60355616	-0.134902969	0.836683721
AT1G71200	0.095716857	0.933783982	0.138494311	0.919162147	-0.053058367	0.919808032	0.000215827	0.999592722	-0.101847834	0.708386522	-0.394185728	0.348346087	-0.097536602	0.859744613
AT1G71210	-0.134088418	0.875805203	-0.048401414	0.985893413	0.145382049	0.774677231	0.393685176	0.184914761	0.059677345	0.9018752	-0.19863784	0.632259923	0.077232613	0.916123842
AT1G71220	-0.062578867	0.928450123	0.063450604	0.968276889	-0.170221822	0.687191726	-0.054138158	0.845609406	-0.054004625	0.846148289	0.097140747	0.77797623	0.176791372	0.616176078
AT1G71230	-0.073757002	0.932984753	-0.001062431	0.999235403	0.060762837	0.879776255	0.160992748	0.537974743	0.102005126	0.757800977	0.23573186	0.241164483	0.085364422	0.869557654
AT1G71250	-0.064017065	0.889927309	0.029839098	0.980975695	-0.034132237	0.874414549	-0.027219316	0.89402248	0.023125795	0.901584735	-0.065637305	0.742212196	-0.087922286	0.698661919
AT1G71260	-0.131217078	0.858248137	-0.097759195	0.955563518	0.242827983	0.591738299	0.256119234	0.324014868	0.308764696	0.098052583	-0.039423203	0.862266837	-0.070719521	0.887585498
AT1G71280	-0.16988698	0.800077699	-0.015290192	0.997006706	0.242790616	0.638936546	0.268386648	0.300860756	-0.018028663	0.956076448	-0.18423889	0.535802024	-0.18744872	0.754854667
AT1G71290	-0.060008686	0.940229313	0.047516561	0.945721327	-0.108862749	0.554819275	0.028958866	0.864794763	-0.059993114	0.704631327	-0.045332549	0.858598389	-0.046908891	0.857089588
AT1G71300	-0.213906974	0.803049317	0.019184943	0.993248391	-0.083635771	0.81961249	0.017217108	0.955892798	-0.056481406	0.873156295	0.059174578	0.840416017	-0.038033632	0.947428401
AT1G71310	0.034925285	0.965250269	0.037806387	0.9877896	0.086725978	0.805353891	0.504870669	0.055247226	0.118143244	0.555636803	0.213301159	0.271369174	0.103282966	0.859496579
